student_id,risk_score,issue,recommended_action
STU1718,46.0,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1852,46.0,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1023,46.0,Low attendance (56.6%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1023,46.0,"Weak academic performance (marks: 36.4, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1782,46.0,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1782,46.0,"Weak academic performance (marks: 38.3, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2868,46.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1833,45.9,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2474,45.9,"Weak academic performance (marks: 47.1, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1062,45.9,Fee due for 42+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1909,45.9,"Weak academic performance (marks: 82.6, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1134,45.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1904,45.8,"Weak academic performance (marks: 32.7, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1053,45.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2845,45.7,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2631,45.7,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1138,45.7,"Weak academic performance (marks: 37.7, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1081,45.6,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1037,45.6,Low attendance (48.6%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1037,45.6,"Weak academic performance (marks: 50.8, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1037,45.6,Low assignment submission (49%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1037,45.6,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2930,45.5,Low attendance (59.6%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1558,45.5,"Weak academic performance (marks: 65.9, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2132,45.5,Fee due for 40+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2132,45.5,"Weak academic performance (marks: 28.8, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2132,45.5,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2489,45.5,"Weak academic performance (marks: 31.2, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2489,45.5,Low assignment submission (26%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1100,45.4,Low attendance (56.8%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1100,45.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2231,45.4,Low attendance (57.5%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2231,45.4,"Weak academic performance (marks: 23.5, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1452,45.4,Fee due for 46+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2677,45.4,Fee due for 40+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2834,45.4,"Weak academic performance (marks: 42.5, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1613,45.4,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1613,45.4,"Weak academic performance (marks: 59.9, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2874,45.4,Fee due for 55+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2874,45.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1156,45.4,Fee due for 53+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1156,45.4,"Weak academic performance (marks: 53.2, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2218,45.3,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2626,45.3,"Weak academic performance (marks: 45.0, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2626,45.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2796,45.3,Fee due for 48+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2796,45.3,"Weak academic performance (marks: 57.0, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1437,45.3,Low attendance (57.3%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1437,45.3,Fee due for 57+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1398,45.3,Fee due for 45+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1398,45.3,Low assignment submission (25%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1355,45.3,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1566,45.2,Low attendance (47.4%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1566,45.2,"Weak academic performance (marks: 42.1, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1001,45.2,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1344,45.1,"Weak academic performance (marks: 21.2, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1344,45.1,Low assignment submission (15%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1555,45.1,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1975,45.1,Low attendance (49.7%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1975,45.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1799,45.1,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1799,45.1,"Weak academic performance (marks: 65.4, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1537,45.1,Fee due for 39+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1537,45.1,First-generation learner commuting long distance (37 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2794,45.1,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2794,45.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1719,45.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2228,45.0,First-generation learner commuting long distance (47 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU1618,45.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1142,45.0,Low attendance (53.9%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2166,45.0,Fee due for 40+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2114,44.9,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1839,44.9,Low assignment submission (49%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1839,44.9,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2487,44.9,Low attendance (51.6%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2543,44.8,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1730,44.8,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2191,44.8,Low attendance (58.0%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2191,44.8,"Weak academic performance (marks: 72.8, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2050,44.7,"Weak academic performance (marks: 35.3, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1846,44.7,"Weak academic performance (marks: 49.4, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2442,44.7,Fee due for 50+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2442,44.7,First-generation learner commuting long distance (38 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU1201,44.7,Fee due for 46+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1201,44.7,"Weak academic performance (marks: 56.6, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2744,44.7,"Weak academic performance (marks: 42.1, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1546,44.7,"Weak academic performance (marks: 35.2, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1432,44.7,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1432,44.7,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1760,44.7,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1760,44.7,"Weak academic performance (marks: 71.3, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1354,44.6,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1354,44.6,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1329,44.6,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2303,44.5,Fee due for 34+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2303,44.5,"Weak academic performance (marks: 41.5, backlogs: 5)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2242,44.5,"Weak academic performance (marks: 30.0, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2565,44.5,Fee due for 50+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2565,44.5,"Weak academic performance (marks: 60.9, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1925,44.5,Low attendance (55.2%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1925,44.5,"Weak academic performance (marks: 64.5, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1405,44.4,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1174,44.4,Fee due for 48+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2656,44.4,Low assignment submission (49%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1340,44.4,Fee due for 48+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1340,44.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1333,44.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2013,44.4,"Weak academic performance (marks: 34.9, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2818,44.4,"Weak academic performance (marks: 52.8, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2423,44.3,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2926,44.3,Low attendance (40.0%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2926,44.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1545,44.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1491,44.3,Fee due for 34+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2003,44.2,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1160,44.1,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1458,44.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1439,44.1,"Weak academic performance (marks: 31.1, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1439,44.1,Low assignment submission (25%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2802,44.1,"Weak academic performance (marks: 38.1, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1013,44.1,Low attendance (49.3%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2390,44.1,"Weak academic performance (marks: 31.6, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2390,44.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2526,44.1,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2526,44.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1295,44.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1557,44.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1803,44.0,"Weak academic performance (marks: 41.9, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1803,44.0,Low assignment submission (36%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1163,44.0,First-generation learner commuting long distance (31 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2947,44.0,"Weak academic performance (marks: 67.7, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2804,44.0,Low attendance (51.0%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2804,44.0,"Weak academic performance (marks: 43.9, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2804,44.0,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2046,44.0,Fee due for 38+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2046,44.0,"Weak academic performance (marks: 80.9, backlogs: 4)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2147,44.0,Low attendance (56.4%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2147,44.0,"Weak academic performance (marks: 47.2, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1444,43.9,Low attendance (58.4%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2002,43.9,"Weak academic performance (marks: 52.6, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1221,43.9,Low attendance (50.0%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1390,43.9,"Weak academic performance (marks: 26.8, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2468,43.8,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2468,43.8,"Weak academic performance (marks: 51.8, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2468,43.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1507,43.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2405,43.8,"Weak academic performance (marks: 14.4, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2076,43.8,Low attendance (54.7%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1742,43.8,"Weak academic performance (marks: 60.8, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1742,43.8,First-generation learner commuting long distance (35 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU1742,43.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2194,43.7,Low attendance (54.1%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2194,43.7,Fee due for 38+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2194,43.7,"Weak academic performance (marks: 32.4, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1936,43.7,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1371,43.7,Fee due for 39+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1798,43.7,"Weak academic performance (marks: 53.5, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1798,43.7,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1748,43.7,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2596,43.7,"Weak academic performance (marks: 42.5, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2596,43.7,Low assignment submission (24%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1867,43.7,Fee due for 53+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1240,43.7,Fee due for 45+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2659,43.6,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2659,43.6,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1497,43.6,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1497,43.6,"Weak academic performance (marks: 55.0, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1992,43.6,Low assignment submission (36%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1992,43.6,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1084,43.6,Fee due for 51+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2483,43.6,Fee due for 55+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2640,43.5,"Weak academic performance (marks: 51.1, backlogs: 4)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2776,43.5,"Weak academic performance (marks: 27.0, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2445,43.5,"Weak academic performance (marks: 39.5, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2437,43.4,"Weak academic performance (marks: 37.0, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2478,43.4,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1011,43.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1626,43.4,"Weak academic performance (marks: 85.3, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1673,43.3,"Weak academic performance (marks: 50.3, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1673,43.3,First-generation learner commuting long distance (52 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU1673,43.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2599,43.3,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1919,43.3,Fee due for 46+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1919,43.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2679,43.3,First-generation learner commuting long distance (43 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2542,43.3,Fee due for 58+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2542,43.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1185,43.2,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2206,43.2,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2973,43.2,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1161,43.2,Fee due for 58+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1161,43.2,Low assignment submission (49%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1900,43.2,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1787,43.1,"Weak academic performance (marks: 36.7, backlogs: 4)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1787,43.1,Low assignment submission (35%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2214,43.1,Fee due for 42+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2515,43.1,"Weak academic performance (marks: 68.6, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2515,43.1,First-generation learner commuting long distance (46 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2515,43.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1544,43.1,Low attendance (40.9%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1544,43.1,"Weak academic performance (marks: 100.0, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1544,43.1,First-generation learner commuting long distance (32 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU1768,43.0,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2446,43.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1486,43.0,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2899,42.9,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2899,42.9,"Weak academic performance (marks: 66.8, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2899,42.9,Low assignment submission (48%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2321,42.9,Fee due for 43+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2321,42.9,Low assignment submission (23%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1804,42.8,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1838,42.8,Fee due for 56+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1838,42.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1971,42.8,Low assignment submission (48%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2843,42.8,"Weak academic performance (marks: 35.3, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2683,42.8,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2683,42.8,Low assignment submission (48%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2683,42.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1490,42.8,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1490,42.8,First-generation learner commuting long distance (32 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2956,42.7,Low attendance (46.0%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2956,42.7,"Weak academic performance (marks: 58.3, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1402,42.7,Fee due for 40+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1336,42.7,Fee due for 39+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2441,42.7,Fee due for 42+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
